Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
1204,1931.05.02,02-May-31,1931,AUSTRALIA,New South Wales,Kempsey,No injury to occupants; oar & rudder bitten,N,"Sydney Morning Herald, 6/5/1931; Whitley, p.262",1931-05-02
1203,1931.04.27.R,Reported 27-Apr-1931,1931,nc.,French Southern Territories,Île Saint-Paul,FATAL,Y,"Los Angeles Times, 4/27/1931",1931-04-27
1202,1931.03.22,22-Mar-31,1931,AUSTRALIA,Queensland,"Ross River, Townsville","FATAL, left thigh severely bitten",Y,"V. M. Coppleson.Q9. (1933); V.M. Coppleson (1958), pp.90 & 238",1931-03-22
1201,1931.03.15,16-Mar-31,1931,TURKEY,nc.,"Bakurköy, Istanbul","No injury to occupants, shark crushed boat",N,"C. Moore, GSAF",1931-03-15
1200,1931.03.06,06-Mar-31,1931,AUSTRALIA,South Australia,Encounter Bay,"Finger lacerated, PROVOKED INCIDENT",N,"Whitley, p.262;  V.M. Coppleson (1933)",1931-03-06
1199,1931.02.10,10-Feb-31,1931,AUSTRALIA,New South Wales,Maroubra Beach,Death may have been due to drowning,Y,"Examiner, 2/11/1931",1931-02-10
1198,1931.01.24,24-Jan-31,1931,AUSTRALIA,Torres Strait,Near Thursday Island,Recovered,N,"G.P. Whitley, p.262",1931-01-24
1197,1931.01.14,14-Jan-31,1931,AUSTRALIA,Torres Strait,nc.,"Thigh, kneecap & lower leg badly lacerated",N,"V.M. Coppleson (1958), p.242",1931-01-14
1196,1931.01.07,07-Jan-31,1931,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Severe bump & few superficial wounds,N,"Canberra Times, 1/9/1931; V.M. Coppleson.Q8. (1933); V.M. Coppleson (1958), pp.91 & 237",1931-01-07
1195,1931.00.00.b,1931,1931,TONGA,Niua,Niuafo'ou Island ,"FATAL, thereafter canoes were used to carry the mail",Y,"Clearfield Progress, 5/27/1931",1931-00-00
1194,1931.00.00.a,1931,1931,PAPUA NEW GUINEA,nc.,nc.,No details,Nc.,"V.M. Coppleson, p.49",1931-00-00
1193,1930.12.25,25-Dec-30,1930,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney","Bumped by shark, legs abraded",N,"V.M. Coppleson (1933); V.M. Coppleson (1958), pp.44 & 232; A. Sharpe, p.17",1930-12-25
1192,1930.12.13,13-Dec-30,1930,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",FATAL,Y,"Northern Standard (Dawin), 12/18/1930",1930-12-13
1191,1930.12.02,02-Dec-30,1930,AUSTRALIA,Victoria,Rosebud,No injury to occupants; shark seized gunwale & tried to overturn boat,N,"G.P. Whitley, p.262",1930-12-02
1190,1930.12.00,Dec-30,1930,AUSTRALIA,New South Wales,Parramata River,FATAL,Y,"H.D.Baldridge (1994), SAF Case #506",1930-12-00
1189,1930.11.30,30-Nov-30,1930,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Laceration to leg,N,"Sydney Morning Herald, 12/1/1930 ",1930-11-30
1188,1930.09.26.R,Reported 26-Sep-1930,1930,HONDURAS,Black River,nc.,FATAL,Y,"NY Times, 9/26/1930",1930-09-26
1187,1930.09.12.R,1930,1930,AZORES,nc.,nc.,"No inury to occupants, shark struck boat",N,"C. Moore, GSAF",1930-09-12
1186,1930.08.31,31-Aug-30,1930,AUSTRALIA,Western Australia,Geraldton,Minor injury,N,"Geraldton Guardian, 9/2/1930 ",1930-08-31
1185,1930.08.16,16-Aug-30,1930,SPAIN,Canary Islands,"El Escabonal, Tenerife ",Leg bitten,N,C. Moore,1930-08-16
1184,1930.08.06,06-Aug-30,1930,USA,Florida,"Palm Beach Inlet, Palm Beach County",Lacerations to foot & ankle,N,"Palm Beach Post, 8/7/1930",1930-08-06
1183,1930.07.19,19-Jul-30,1930,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana","Right arm & leg bitten, arm & leg surgically amputated",N,"NY Times, 7/21/1930, p.7 & 8/27/1931; V.M. Coppleson (1958), p.258",1930-07-19
1182,1930.07.11,11-Jul-30,1930,USA,Florida,"Jensen Beach, Martin County",Arm lacerated from shoulder to wrist,N,"NY Times, 7/13/1930, Section II, p.1, col.7; R.F. Hutton; V.M. Coppleson (1958), p.252",1930-07-11
1181,1930.06.04,04-Jun-30,1930,AUSTRALIA,Torres Strait,Near Mabuiag Island,FATAL,Y,"V.M. Coppleson (1958), p.242",1930-06-04
1180,1930.05.27,27-May-30,1930,USA,Texas,High Island,Lacerations to arm,N,"Port Arthur News, 5/28/1930",1930-05-27
1179,1930.05.11.R,Reported 11-May-1930,1930,TURKEY,nc.,Ye?ilköy,No injury but shark damaged boat,N,"C. Moore, GSAF",1930-05-11
1178,1930.05.11,11-May-30,1930,COSTA RICA,Limón Province,Off Porto Limon,Shark involvement prior to death was not confirmed,Y,"Evening Independent, 5/12/1930",1930-05-11
1177,1930.04.08,08-Apr-30,1930,SOUTH AFRICA,Eastern Cape Province,Bashee River,Remains of drowning victim recovered from shark,Y,Dr. J.A. Du Toit,1930-04-08
1176,1930.03.07.R,Reported 07-Mar-1930,1930,USA,Florida,70 miles off Tarpon Springs,No injury to diver but shark left 3 toothmarks in his helmet,N,"Evening Independent, 3/7/1930 ",1930-03-07
1175,1930.02.20,20-Feb-30,1930,AUSTRALIA,Torres Strait,nc.,Arm & chest injured,N,"V.M. Coppleson (1958), p.242 ",1930-02-20
1174,1930.02.15,15-Feb-30,1930,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",FATAL,Y,"V.M. Coppleson.V2.(1933); V.M. Coppleson (1958), pp.110 & 241; A. MacCormick, p.175; J. West, ASAF",1930-02-15
1173,1930.02.03.R,Reported 03-Feb-1930,1930,AUSTRALIA,Western Australia,Onslow,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,"Geraldton Guardian and Express, 2/3/1930",1930-02-03
1172,1930.01.22,22-Jan-30,1930,MEXICO,Veracruz,Panuco River Mouth,remains of one of the crew found in shark,Y,"Reno Evening Gazette, 2/14/1930",1930-01-22
1171,1930.01.16,16-Jan-30,1930,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Torso & arm bitten,N,"A. LeRoux, M. Levine, GSAF; L. Green; G.Wilson",1930-01-16
1170,1930.01.00,Jan-30,1930,MAURITIUS,nc.,Two miles from shore in Tamarind Bay,Five men were said to have been killed by sharks,Y,"NY Times, 1/14/1930, p.8, col.3; V.M. Coppleson (1958), p.261",1930-01-00
1169,1930.00.00.c,1930,1930,OKINAWA,nc.,nc.,Survived,N,Wonderokinawa.com,1930-00-00
1168,1930.00.00.a,1930,1930,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",FATAL,Y,H. Monsen,1930-00-00
1167,1929.12.26,26-Dec-29,1929,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ","FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions",Y,"V.M. Coppleson.N3.(1933); V.M. Coppleson (1958), p.232; G.A. Llano, pp. 170-171",1929-12-26
1166,1929.12.21,21-Dec-29,1929,AUSTRALIA,Torres Strait,Thursday Island,Recovered at Thursday Island Hospital,N,L. Schultz & M. Malin ref. SAF Case #510,1929-12-21
1165,1929.12.16,16-Dec-29,1929,AUSTRALIA,New South Wales,Collaroy,Superficial lacerations on right leg,N,"V.M. Coppleson.N10. (1933); V.M. Coppleson (1958), pp.112 & 232.  Note: In 1933 Coppleson gives the date of 16-Jan-1929 but revised it to 16-Dec-1929 in later works",1929-12-16
1164,1929.12.13,13-Dec-29,1929,AUSTRALIA,Torres Strait,Thursday Island,Injuries to chest & arm,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",1929-12-13
1163,1929.12.03.R,Reported 03-Dec-1929,1929,AUSTRALIA,Queensland,Townsville,FATAL,Y,"Brisbane Courier, 12/3/1929",1929-12-03
1162,1929.11.29,29-Nov-29,1929,KIRIBATI,Phoenix Islands,Nikumaroro Island,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,"Hartford Courant, 2/15/1930",1929-11-29
1161,1929.11.21,21-Nov-29,1929,CUBA,Cienfuegos Province,Cienfuegos,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,"New York Times, 11/28/1929",1929-11-21
1160,1929.10.20,20-Oct-29,1929,AUSTRALIA,Torres Strait,Near Badu Island,Heel injured,N,"V.M. Coppleson (1958), p.242",1929-10-20
1159,1929.10.02,02-Oct-29,1929,SPAIN,Valencia,Nasareth Beach,Arm injured when sharks rammed his boat,N,C. Moore,1929-10-02
1158,1929.09.01,01-Sep-29,1929,AUSTRALIA,Queensland,"Ross River, Townsville","FATAL, severe injuries to both legs",Y,"V.M. Coppleson.Q7. (1933); V.M. Coppleson (1958), pp.90 & 237; A. Sharpe, p.96",1929-09-01
1157,1929.08.05,05-Aug-29,1929,USA,South Carolina,Fort Moultrie,Left foot & ankle bitten,N,"Clay Creswell, GSAF",1929-08-05
1156,1929.07.29,29-Jul-29,1929,MEXICO,Tamaulipas,Tampico,Right leg severed below knee,N,"V.M. Coppleson (1958), p.262",1929-07-29
1155,1929.07.17.R,Reported 17-Jul-1929,1929,CAPE VERDE,Santiago Island,Tarrafal,Body of woman recovered from shark,Y,"C. Moore; Heraldo de Madrid, 7/17/1929",1929-07-17
1154,1929.06.23,23-Jun-29,1929,USA,Florida,"Fort Pierce, St Lucie County",Leg bitten by hooked shark PROVOKED INCIDENT,N,"Miami News, 6/25/1929",1929-06-23
1153,1929.05.31,31-May-29,1929,AUSTRALIA,Torres Strait,nc.,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,"V.M. Coppleson (1958), p.242",1929-05-31
1152,1929.04.26.R,Reported 26-Apr-1929,1929,AUSTRALIA,Queensland,Great Barrier Reef,Thigh bitten,N,"Northern Standard (Dawin), 4/26/1929",1929-04-26
1151,1929.04.17.R,Reported 17-Apr-1929,1929,AUSTRALIA,Queensland,Great Barrier Reef,Lacerations to right wrist,N,"Brisbane Courier, 4/19/1929",1929-04-17
1150,1929.04.11,11-Apr-29,1929,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,"Brisbane Courier, 4/12/1929; Coppleson (1933)",1929-04-11
1149,1929.04.09,09-Apr-29,1929,AUSTRALIA,Torres Strait,Badu Island,FATAL,Y,"G.P. Whitley, citng R.S.M.A.C.",1929-04-09
1148,1929.04.04,04-Apr-29,1929,AUSTRALIA,Torres Strait,Badu Island,FATAL,Y,"V.M. Coppleson (1958), p.242 ",1929-04-04
1147,1929.03.16,16-Mar-29,1929,USA,Florida,"Sea Spray, Palm Beach",Right sole & toes lacerated,N,"New York Herald Tribune, 3/17/1929 edtion; H. Monsen, L. Green",1929-03-16
1146,1929.03.12,12-Mar-29,1929,AUSTRALIA,Torres Strait,Near Dauan Island,FATAL,Y,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",1929-03-12
1145,1929.03.04.b,04-Mar-29,1929,AUSTRALIA,South Australia,Ardrossan,Foot bitten,N,"Barrier Miner, 3/5/1929",1929-03-04
1144,1929.03.04.a,04-Mar-29,1929,AUSTRALIA,South Australia,Ardrossan,Legs bitten,N,"Barrier Miner, 3/5/1929",1929-03-04
1143,1929.02.18,18-Feb-29,1929,AUSTRALIA,New South Wales,Maroubra Bay,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",1929-02-18
1142,1929.02.09,09-Feb-29,1929,AUSTRALIA,Western Australia,Glenelg,"No injury, shark pushed canoe from jetty to a point 100 m away",N,"The Mail, 2/9/1929; G.P. Whitley;  SAF Case #505",1929-02-09
1141,1929.02.08,08-Feb-29,1929,AUSTRALIA,New South Wales,Bondi,"FATAL, right thigh bitten, femoral artery severed",Y,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",1929-02-08
1140,1929.01.27,27-Jan-29,1929,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville","FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",1929-01-27
1139,1929.01.14,14-Jan-29,1929,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf","One was bitten on the leg, the other on the arm",N,"Argus, 1/15/1929",1929-01-14
1138,1929.01.12,12-Jan-29,1929,AUSTRALIA,New South Wales,Bondi,"FATAL, right thigh & hip bitten",Y,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",1929-01-12
1137,1929.01.06.R,06-Jan-29,1929,TURKEY,nc.,San Stefano,FATAL,Y,"C. Moore, GSAF",1929-01-06
1136,1929.01.05,05-Jan-29,1929,FIJI,Viti Levu Island,Suva Harbor,"FATAL, hand severed, both legs & arms bitten & nearly severed",Y,"V.M. Coppleson (1962), p.253, possibly GSAF 1925.00.00",1929-01-05
1135,1929.00.00.e.R,Reported 1929,1929,AUSTRALIA,New South Wales,Sydney Harbor,"Later found to be fixtion, never happened",N,"J. Lowell, Cradle of the Deep",
1134,1929.00.00.d,Ca. 1929,1929,AUSTRALIA,South Australia,Ardrossan,Bitten below the knee,N,"Barrier Miner, 3/5/1929",1929-00-00
1133,1929.00.00.c,1929,1929,USA,Florida,Indian River area,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,"News Tribune, 6/28/1964",1929-00-00
1132,1929.00.00.b,1929,1929,AUSTRALIA,New South Wales,"Garden Island, Sydney",Hand lacerated,N,"G.P. Whitley, p.261",1929-00-00
1131,1929.00.00.a,1929,1929,USA,Florida,"Cape Canaveral, Brevard County","Put hand through hatch, shark nearly bit off thumb",N,"R. McAllister; D. Baldridge, p.180 ",1929-00-00
1130,1928.12.21,21-Dec-28,1928,AUSTRALIA,nc.,nc.,Injuries to arm,N,"V.M. Coppleson (1958), p.242",1928-12-21
1129,1928.11.18,18-Nov-28,1928,USA,New Jersey,"Seabright, Monmouth County","Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,NY Herald Tribune,1928-11-18
1128,1928.11.15.R,Reported 15-Nov-1928,1928,INDIA,nc.,nc.,"No injury to occupants, shark bit keel",N,"Sun Herald, 11/15/1938",1928-11-15
1127,1928.11.12,12-Nov-28,1928,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",FATAL,Y,"Havre Daily News Promoter, 11/20/1928; TIME Magazine, 11/28/1928",1928-11-12
1126,1928.11.04,04-Nov-28,1928,PANAMA,Gulf of Panama,Taboga Island Bay,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,"J.W. Phalen is original source.  NOTE: V.M. Coppleson (1958), p.263, records the date as 11/4/1929, as does L. Schultz & M. Malin, p.535",1928-11-04
1125,1928.09.00,Sep-28,1928,USA,Texas,Corpus Christi,Knee bitten,N,"Galveston Daily News, 12/7/1929",1928-09-00
1124,1928.08.24.R,Reported 24-Aug-1928,1928,USA,New Jersey,Off shore,Thumb & coat sleeve recovered from shark's gut,Nc.,"Decatur Evening Herald, 8/24/1928 ",1928-08-24
1123,1928.07.11,11-Jul-28,1928,AUSTRALIA,nc.,nc.,Injuries to chest,N,"V.M. Coppleson (1958), p.242",1928-07-11
1122,1928.07.00,Late Jul-1928,1928,ITALY,Tuscany,Viareggio,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,A. De Maddalena; Gianturco (1978),1928-07-00
1121,1928.06.24.R,Reported 24-Jun-1928,1928,USA,Florida,"Daytona Beach, Volusia County",Bitten on leg,N,"Ludington Daily News, 6/24/1928",1928-06-24
1120,1928.05.17,27-May-28,1928,INDIA,nc.,nc.,No details,Nc.,"H.D. Baldridge (1994) SAF Case #1595, questioned authenticity of this incident",1928-05-17
1119,1928.04.14.R,Reported 14-Apr-1928,1928,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Severe lacerations to arm,N,"The Western Champion, 4/14/1928",1928-04-14
1118,1928.04.14,14-Apr-28,1928,AUSTRALIA,New South Wales,Bondi,Tissue of left leg stripped from knee to ankle,N,"V. M. Coppleson.N8. (1933); V.M. Coppleson (1958), pp.64 &231; A. Sharpe, p.59",1928-04-14
1117,1928.04.09,09-Apr-28,1928,JAMAICA,nc.,"Coal wharf, Port Royal",FATAL,Y,"Kingston Gleaner, 4/11/1928",1928-04-09
1116,1928.04.06,06-Apr-28,1928,AUSTRALIA,Queensland,Graceville,Lacerations to right leg,N,"Brisbane Courier, 5/8/1928",1928-04-06
1115,1928.04.04,04-Apr-28,1928,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle","FATAL, right hand severed, large lacerations on thigh",Y,"V.M. Coppleson.N18. (1933); V.M. Coppleson (1958), pp.76 & 231; A. Sharpe, pp.83-84; G.A. Llano, pp.166-167",1928-04-04
1114,1928.03.28.R,Reported 28-Mar-1928,1928,AUSTRALIA,Queensland,nc.,Hip bitten,N,"Townsville Daily Bulletin, 3/28/1928",1928-03-28
1113,1928.02.20,20-Feb-28,1928,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",FATAL,Y,"Townsville Daily Bulletin, 2/28/1928",1928-02-20
1112,1928.02.00.b,Feb-28,1928,COSTA RICA,Near Puntarenas,nc.,Right leg severely lacerated. Surgically amputated,N,"Gleaner (Jamaica), 3/7/1928",1928-02-00
1111,1928.02.00.a,Feb-28,1928,COSTA RICA,Near Puntarenas,nc.,Right leg & hand severely lacerated,N,"Gleaner (Jamaica), 3/7/1928",1928-02-00
1110,1928.01.27,27-Jan-28,1928,AUSTRALIA,Torres Strait,Deliverance Island,FATAL,Y,"Portland Guardian, 12/10/1934",1928-01-27
1109,1928.01.21.b,21-Jan-28,1928,USA,Florida,nc.,Body not recovered,Y,H.D. Baldridge (1994) SAF Case #838,1928-01-21
1108,1928.01.21.a,Some time between 08-Jan-1928 & 21-Jan-1928,1928,USA,Florida,Off Florida coast,"FATAL, presumed taken by shark/s",Y,"NY Times, 1/22/1928; V.M. Coppleson (1962), p.257",1928-01-21
1107,1928.01.02,02-Jan-28,1928,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",Leg lacerated,N,"M. Levine, GSAF; Natal Mercury, 1/4/1928",1928-01-02
1106,1928.01.00,Jan-28,1928,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Foot bitten,N,"P.D. Lynch, M. Levine, GSAF",1928-01-00
1105,1928.00.00,1928,1928,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed",N,"T. O. Niven, M. Levine, GSAF",1928-00-00
1104,1927.12.28,28-Dec-27,1927,SOUTH AFRICA,Western Cape Province,Little Brak River,"FATAL, leg bitten",Y,M. Levine & C. Fourie,1927-12-28
1103,1927.11.03,03-Nov-27,1927,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",40 people perished,Y,"Oakland Tribune, 8/16/1930",1927-11-03
1102,1927.10.25,25-Oct-27,1927,BRAZIL,Porto Seguro,90 miles off Albrohos Island,"Of 1256 on board, 295 perished, some were taken by sharks",Y,"L. Schultz & M. Malin, p.557; SAF Case #833",1927-10-25
1101,1927.10.12,12-Oct-27,1927,AUSTRALIA,New South Wales,"Kiah Creek, Eden",No injury to man or horse,N,"Advertiser, 10/14/1927; V.M. Coppleson (1933); G.P. Whitley",1927-10-12
1100,1927.10.00,Oct-27,1927,FIJI,nc.,a river,Leg bitten. He survived,N,"The Methodist, 3/13/1937",1927-10-00
1099,1927.07.03,03-Jul-27,1927,AUSTRALIA,New South Wales,Bellambi Reef,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N,"G.P. Whitley; V.M. Coppleson (1933); Note: V.M. Coppleson (1958), p.185, also describes the same incident, listing a date of July 1937 ",1927-07-03
1098,1927.05.29,29-May-27,1927,PHILIPPINES,Luzon Island,Bondoc Peninsula,"55  perished, some were  taken by sharks",Y,"The Times (London), 6/2/1927 ",1927-05-29
1097,1927.05.09.R,Reported 09-May 1927,1927,AUSTRALIA,Queensland,Off Cairns,FATAL,Y,"Brisbane Courier, 5/10/1927; V.M. Coppleson (1958), p.242",1927-05-09
1096,1927.04.10,20-Apr-27,1927,AUSTRALIA,Torres Strait,Near Thursday Island,Extensive injuries to left leg,N,"J. Green, p.32; Bartlett, p. 160; V.M. Coppleson (1958), p.242",1927-04-10
1095,1927.04.08,08-Apr-27,1927,AUSTRALIA,Queensland,Near Thursday Island,Leg injured,N,"J. Green, p.32; V.M. Coppleson (1958), p.241",1927-04-08
1094,1927.03.01,11-Mar-27,1927,AUSTRALIA,New South Wales,Mereweather Beach,"Right buttock & thigh bitten, thumb removed",N,"V.M. Coppleson.N17. (1933); V.M. Coppleson (1958), p.76 & 231; G.A. Llano, p.165",1927-03-01
1093,1927.02.14,14-Feb-27,1927,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie","Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N,"G.A. Llano, p.178",1927-02-14
1092,1927.02.09,09-Feb-27,1927,AUSTRALIA,Queensland,Brisbane River,"No injury, but trouser leg shredded by shark",N,"Northern Territory Times & Gazette, 2/11/1927",1927-02-09
1091,1927.02.00,Feb-27,1927,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,"R.D. Weeks, GSAF; V.M. Coppleson (1958), p.263; SAF #328",1927-02-00
1090,1927.01.20,20-Jan-27,1927,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Both thighs  lacerated,N,"M. Levine, GSAF",1927-01-20
1089,1927.01.08.R,Reported 08-Jan-1927,1927,USA,California,"Catalina Channel, Los Angeles County",Lost hand,N,"The Afro-American, 1/8/1927",1927-01-08
1088,1927.01.03,03-Jan-27,1927,AUSTRALIA,New South Wales,"Greys Point, Port Hacking","FATAL, leg bitten from thigh to ankle",Y,"V.M. Coppleson.N.21.(1933); V.M. Coppleson (1958), p.230; NYTimes, 1/5/1927",1927-01-03
1087,1927.00.00.b,1927,1927,AUSTRALIA,New South Wales,15 miles up the Cataract River,"FATAL, shoulder bitten",Y,"W.E., pp. 192-193",1927-00-00
1086,1927.00.00.a,1927,1927,AUSTRALIA,Torres Strait,Thursday Island,Shoulder bitten,N,"V.M. Coppleson (1958), p.241",1927-00-00
1085,1926.12.02.R,Reported 02-Dec-1926,1926,AUSTRALIA,Torres Strait,Palm Island,FATAL,Y,"Brisbane Courier, 12/3/1926",1926-12-02
1084,1926.11.17,17-Nov-26,1926,AUSTRALIA,Torres Strait,Near Thursday Island,Arm injured,N,"J. Green, p.32; V.M. Coppleson (1958), p.241",1926-11-17
1083,1926.10.29.R,Reported 29-Oct-1926,1926,PAPUA NEW GUINEA,Central Province,Roku Point,"FATAL, abdomen bitten",Y,"Cairns Post, 10/29/1926",1926-10-29
1082,1926.10.23.b,23-Oct-26,1926,AUSTRALIA,New South Wales,Clarence River,"3"" laceration to leg",N,"Barrier Miner, 10/25/1926",1926-10-23
1081,1926.10.23.a,23-Oct-26,1926,BERMUDA,nc.,18 miles southwest of Bermuda ,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N,"New York Herald Tribune, 10/29/1926",1926-10-23
1080,1926.09.06.R,Reported 06-Sep-1926,1926,PAPUA NEW GUINEA,nc.,Near Port Moresby,FATAL,Y,"Barrier Miner, 9/6/1926",1926-09-06
1079,1926.08.24,24-Aug-26,1926,USA,New Jersey,"Seaside, Ocean County",FATAL,Y,"Washington Post 8/25/1926; L. Schultz & M. Malin, p.531",1926-08-24
